Line,financial_period,period,line_period_ridership
Bakerloo,01_11/12,1,9324135.597436992
Bakerloo,01_12/13,1,8806112.335122824
Bakerloo,01_13/14,1,8988177.313879004
Bakerloo,01_14/15,1,8769839.906235635
Bakerloo,01_15/16,1,10814469.46376167
Bakerloo,01_16/17,1,9244429.750798257
Bakerloo,01_17/18,1,9761956.66435731
Bakerloo,01_18/19,1,9510693.03423124
Bakerloo,01_19/20,1,9823121.341969864
Bakerloo,01_21/22,1,3436714.2311289245
Bakerloo,01_22/23,1,7277747.710449723
Bakerloo,01_23/24,1,8408003.81097561
Bakerloo,02_11/12,2,8976525.27911149
Bakerloo,02_12/13,2,9193303.29461526
Bakerloo,02_13/14,2,9485893.972953737
Bakerloo,02_14/15,2,9105622.064807722
Bakerloo,02_15/16,2,9710175.046687417
Bakerloo,02_16/17,2,8556359.235195937
Bakerloo,02_17/18,2,9901946.482679835
Bakerloo,02_18/19,2,9703663.617534483
Bakerloo,02_19/20,2,10365276.776185228
Bakerloo,02_21/22,2,3905357.080828323
Bakerloo,02_22/23,2,7360449.388977561
Bakerloo,02_23/24,2,8104764.3292682925
Bakerloo,03_11/12,3,9088987.440922683
Bakerloo,03_12/13,3,8905392.068326013
Bakerloo,03_13/14,3,9359025.02064057
Bakerloo,03_14/15,3,9698178.815229049
Bakerloo,03_15/16,3,10081446.445531348
Bakerloo,03_16/17,3,8434935.026560232
Bakerloo,03_17/18,3,9481977.027712265
Bakerloo,03_18/19,3,9593394.712789772
Bakerloo,03_19/20,3,11146348.164461596
Bakerloo,03_21/22,3,4465890.685370741
Bakerloo,03_22/23,3,6588567.056051075
Bakerloo,03_23/24,3,8288545.833333334
Bakerloo,04_11/12,4,9457045.425032036
Bakerloo,04_12/13,4,9620206.14738897
Bakerloo,04_13/14,4,9837223.379359432
Bakerloo,04_14/15,4,10132720.432204688
Bakerloo,04_15/16,4,9643536.59048466
Bakerloo,04_16/17,4,8831587.441436864
Bakerloo,04_17/18,4,10172593.464770049
Bakerloo,04_18/19,4,10016092.180977829
Bakerloo,04_19/20,4,12304171.634141859
Bakerloo,04_21/22,4,4557781.440213761
Bakerloo,04_22/23,4,7470718.293681344
Bakerloo,04_23/24,4,8646919.766260162
Bakerloo,05_11/12,5,8741377.12259718
Bakerloo,05_12/13,5,10225812.51992842
Bakerloo,05_13/14,5,9183360.317437723
Bakerloo,05_14/15,5,9609295.302665848
Bakerloo,05_15/16,5,9005711.3668297
Bakerloo,05_16/17,5,8183991.662046443
Bakerloo,05_17/18,5,9425981.100383256
Bakerloo,05_18/19,5,9225831.696974073
Bakerloo,05_19/20,5,12111201.055861816
Bakerloo,05_21/22,5,4741562.9498998
Bakerloo,05_22/23,5,6790726.714674678
Bakerloo,05_23/24,5,7957739.12601626
Bakerloo,06_11/12,6,8720929.456813328
Bakerloo,06_12/13,6,9332294.921099724
Bakerloo,06_13/14,6,8880826.661921708
Bakerloo,06_14/15,6,9204381.523211276
Bakerloo,06_15/16,6,9291304.750555802
Bakerloo,06_16/17,6,7997807.875471698
Bakerloo,06_17/18,6,8996678.99086085
Bakerloo,06_18/19,6,8959348.510507692
Bakerloo,06_19/20,6,12469574.986953326
Bakerloo,06_21/22,6,5348041.931863727
Bakerloo,06_22/23,6,7314504.012017651
Bakerloo,06_23/24,6,7691255.9451219505
Bakerloo,07_11/12,7,9518388.422383597
Bakerloo,07_12/13,7,9749269.800553117
Bakerloo,07_13/14,7,9895778.280427046
Bakerloo,07_14/15,7,10280859.61981002
Bakerloo,07_15/16,7,10633593.654068476
Bakerloo,07_16/17,7,8936821.755587807
Bakerloo,07_17/18,7,10135262.846550707
Bakerloo,07_18/19,7,10098793.859536361
Bakerloo,07_19/20,7,13939827.01194414
Bakerloo,07_21/22,7,6404785.612558451
Bakerloo,07_22/23,7,8104764.495728101
Bakerloo,07_23/24,7,8582596.239837397
Bakerloo,08_11/12,8,9794431.910465613
Bakerloo,08_12/13,8,9967685.213600129
Bakerloo,08_13/14,8,10120238.734519573
Bakerloo,08_14/15,8,10725277.182626016
Bakerloo,08_15/16,8,10728791.448643843
Bakerloo,08_16/17,8,9114910.594920175
Bakerloo,08_17/18,8,10321915.937647406
Bakerloo,08_18/19,8,10356087.970607352
Bakerloo,08_19/20,8,13507940.479603088
Bakerloo,08_21/22,8,6772348.631930528
Bakerloo,08_22/23,8,8049630.043376208
Bakerloo,08_23/24,8,8803134.044715447
Bakerloo,09_11/12,9,9927341.738060659
Bakerloo,09_12/13,9,10116604.813404912
Bakerloo,09_13/14,9,10373976.639145907
Bakerloo,09_14/15,9,10982051.774475256
Bakerloo,09_15/16,9,10852548.581591818
Bakerloo,09_16/17,9,9446803.431857767
Bakerloo,09_17/18,9,10741885.392614976
Bakerloo,09_18/19,9,10861487.117353939
Bakerloo,09_19/20,9,13746856.433664095
Bakerloo,09_21/22,9,6965319.217100868
Bakerloo,09_22/23,9,8738810.697774857
Bakerloo,09_23/24,9,9354478.556910569
Bakerloo,10_11/12,10,8107499.483297735
Bakerloo,10_12/13,10,7843098.9230518965
Bakerloo,10_13/14,10,8187926.999288257
Bakerloo,10_14/15,10,8592072.88110924
Bakerloo,10_15/16,10,8129891.656736327
Bakerloo,10_16/17,10,7204503.045718432
Bakerloo,10_17/18,10,8184738.0445902115
Bakerloo,10_18/19,10,8444760.28836571
Bakerloo,10_19/20,10,10107982.671811834
Bakerloo,10_21/22,10,4171840.2698730794
Bakerloo,10_22/23,10,6294516.643507652
Bakerloo,10_23/24,10,7489096.290650407
Bakerloo,11_11/12,11,9181001.936950022
Bakerloo,11_12/13,11,9103951.53473239
Bakerloo,11_13/14,11,9446857.372241993
Bakerloo,11_14/15,11,9895697.732036157
Bakerloo,11_15/16,11,10167124.460649177
Bakerloo,11_16/17,11,8248751.2399854865
Bakerloo,11_17/18,11,9845950.555350825
Bakerloo,11_18/19,11,9804743.446883801
Bakerloo,11_19/20,11,11265806.141492099
Bakerloo,11_21/22,11,5531823.441549766
Bakerloo,11_22/23,11,7829092.233968642
Bakerloo,11_23/24,11,8012873.577235772
Bakerloo,12_11/12,12,9354807.096112773
Bakerloo,12_12/13,12,9600350.200748334
Bakerloo,12_13/14,12,9202878.617793595
Bakerloo,12_14/15,12,10438874.753255706
Bakerloo,12_15/16,12,10405118.947087595
Bakerloo,12_16/17,12,8766827.863497823
Bakerloo,12_17/18,12,9827285.246241158
Bakerloo,12_18/19,12,10181495.538094895
Bakerloo,12_19/20,12,11578234.696802646
Bakerloo,12_21/22,12,6009655.366733468
Bakerloo,12_22/23,12,8251789.701999812
Bakerloo,12_23/24,12,8555029.014227642
Bakerloo,13_11/12,13,9477493.09081589
Bakerloo,13_12/13,13,9590422.227428013
Bakerloo,13_13/14,13,10442290.690391459
Bakerloo,13_14/15,13,11485725.012333384
Bakerloo,13_15/16,13,8996191.587372165
Bakerloo,13_16/17,13,8580644.076923078
Bakerloo,13_17/18,13,9827285.246241158
Bakerloo,13_18/19,13,10484735.026142847
Bakerloo,13_19/20,13,7654499.605108416
Bakerloo,13_21/22,13,6469109.140948564
Bakerloo,13_22/23,13,7801525.007792695
Bakerloo,13_23/24,13,8610163.465447156
Central,01_11/12,1,31505139.108415205
Central,01_12/13,1,30296171.137140065
Central,01_13/14,1,32252798.13380783
Central,01_14/15,1,30502780.272713345
Central,01_15/16,1,37569504.50629909
Central,01_16/17,1,38974013.40174165
Central,01_17/18,1,35647513.2474941
Central,01_18/19,1,34729979.08788907
Central,01_19/20,1,35870867.281024136
Central,01_21/22,1,12549769.916366067
Central,01_22/23,1,26575983.921885267
Central,01_23/24,1,30703314.89075203
Central,02_11/12,2,30330605.413583938
Central,02_12/13,2,31628246.305514883
Central,02_13/14,2,34038783.69822064
Central,02_14/15,2,31670679.51738931
Central,02_15/16,2,33733181.863050245
Central,02_16/17,2,36073145.50406386
Central,02_17/18,2,36158710.85620578
Central,02_18/19,2,35434645.330252044
Central,02_19/20,2,37850643.86622565
Central,02_21/22,2,14261102.17768871
Central,02_22/23,2,26877983.73917942
Central,02_23/24,2,29595982.222560976
Central,03_11/12,3,30710601.608970527
Central,03_12/13,3,30637728.87262079
Central,03_13/14,3,33583532.475919336
Central,03_14/15,3,33731678.18446453
Central,03_15/16,3,35022979.99310805
Central,03_16/17,3,35561227.63976778
Central,03_17/18,3,34625118.03007076
Central,03_18/19,3,35031978.906044625
Central,03_19/20,3,40702864.37032954
Central,03_21/22,3,16307989.784368737
Central,03_22/23,3,24059318.777767345
Central,03_23/24,3,30267092.93055556
Central,04_11/12,4,31954225.521144807
Central,04_12/13,4,33096944.56808199
Central,04_13/14,4,35299479.39074733
Central,04_14/15,4,35243077.20698636
Central,04_15/16,4,33501679.634578332
Central,04_16/17,4,37233492.66313498
Central,04_17/18,4,37147026.23304835
Central,04_18/19,4,36575533.53217303
Central,04_19/20,4,44930861.82347176
Central,04_21/22,4,16643545.12972612
Central,04_22/23,4,27280650.162238285
Central,04_23/24,4,31575758.81114499
Central,05_11/12,5,29536067.914139256
Central,05_12/13,5,35180446.754514396
Central,05_13/14,5,32953184.62965599
Central,05_14/15,5,33422528.384403244
Central,05_15/16,5,31285872.590632875
Central,05_16/17,5,34503264.053555876
Central,05_17/18,5,34420638.98658609
Central,05_18/19,5,33689757.49201993
Central,05_19/20,5,44226195.581281394
Central,05_21/22,5,17314655.82044088
Central,05_22/23,5,24797540.55337527
Central,05_23/24,5,29059093.656165313
Central,06_11/12,6,29466977.696796242
Central,06_12/13,6,32106427.1351879
Central,06_13/14,6,31867585.561091337
Central,06_14/15,6,32014179.295235176
Central,06_15/16,6,32278024.99836964
Central,06_16/17,6,33718323.328301884
Central,06_17/18,6,32852966.319870282
Central,06_18/19,6,32716646.966852024
Central,06_19/20,6,45534861.45963494
Central,06_21/22,6,19529321.0997996
Central,06_22/23,6,26710206.062904894
Central,06_23/24,6,28085983.129573166
Central,07_11/12,7,32161496.173173856
Central,07_12/13,7,33540969.624206934
Central,07_13/14,7,35509595.339501776
Central,07_14/15,7,35758326.87375517
Central,07_15/16,7,36941141.31473248
Central,07_16/17,7,37677154.81219158
Central,07_17/18,7,37010706.87072524
Central,07_18/19,7,36877533.350328594
Central,07_19/20,7,50903747.114418715
Central,07_21/22,7,23388207.571409486
Central,07_22/23,7,29595982.094826777
Central,07_23/24,7,31340870.06334688
Central,08_11/12,8,33094214.107304573
Central,08_12/13,8,34292396.642264515
Central,08_13/14,8,36315039.80972717
Central,08_14/15,8,37304075.87406159
Central,08_15/16,8,37271858.78397807
Central,08_16/17,8,38427967.679825835
Central,08_17/18,8,37692303.6823408
Central,08_18/19,8,37817088.34014588
Central,08_19/20,8,49326636.95332599
Central,08_21/22,8,24730428.952839013
Central,08_22/23,8,29394648.883297343
Central,08_23/24,8,32146202.912940383
Central,09_11/12,9,33543300.520034175
Central,09_12/13,9,34804733.245485604
Central,09_13/14,9,37225542.25432978
Central,09_14/15,9,38197175.29646085
Central,09_15/16,9,37701791.493997335
Central,09_16/17,9,39827209.842235126
Central,09_17/18,9,39225896.508475825
Central,09_18/19,9,39662642.78442983
Central,09_19/20,9,50199080.872228354
Central,09_21/22,9,25435095.17808951
Central,09_22/23,9,31911314.027415268
Central,09_23/24,9,34159535.036924124
Central,10_11/12,10,27394271.176505763
Central,10_12/13,10,26983061.102977064
Central,10_13/14,10,29381213.50083037
Central,10_14/15,10,29884480.672590777
Central,10_15/16,10,28243271.87357344
Central,10_16/17,10,30373793.28156749
Central,10_17/18,10,29888020.189342566
Central,10_18/19,10,30837536.987217445
Central,10_19/20,10,36911088.876638494
Central,10_21/22,10,15234212.679225117
Central,10_22/23,10,22985541.649610367
Central,10_23/24,10,27347761.350779135
Central,11_11/12,11,31021507.587014094
Central,11_12/13,11,31320844.34358223
Central,11_13/14,11,33898706.39905101
Central,11_14/15,11,34418677.74015627
Central,11_15/16,11,35320625.71542908
Central,11_16/17,11,34776286.91451379
Central,11_17/18,11,35954231.8127211
Central,11_18/19,11,35803756.219108835
Central,11_19/20,11,41139086.32978072
Central,11_21/22,11,20200431.79051436
Central,11_22/23,11,28589316.037179608
Central,11_23/24,11,29260426.868563686
Central,12_11/12,12,31608774.43442973
Central,12_12/13,12,33028633.02098585
Central,12_13/14,12,33023223.27924081
Central,12_14/15,12,36307926.518308565
Central,12_15/16,12,36147419.388543054
Central,12_16/17,12,36960469.80217707
Central,12_17/18,12,35886072.13155955
Central,12_18/19,12,37179533.16848415
Central,12_19/20,12,42279974.53142227
Central,12_21/22,12,21945319.586372748
Central,12_22/23,12,30132870.658905268
Central,12_23/24,12,31240203.4571477
Central,13_11/12,13,32023315.73848782
Central,13_12/13,13,32994477.247437775
Central,13_13/14,13,37470677.52787663
Central,13_14/15,13,39949024.1634748
Central,13_15/16,13,31252800.843708314
Central,13_16/17,13,36175529.07692308
Central,13_17/18,13,35886072.13155955
Central,13_18/19,13,38286865.835054524
Central,13_19/20,13,27951760.940218054
Central,13_21/22,13,23623096.313159656
Central,13_22/23,13,28488649.43141489
Central,13_23/24,13,31441536.66954607
District,01_11/12,1,40351342.83947031
District,01_12/13,1,38706177.944281764
District,01_13/14,1,40647739.28161328
District,01_14/15,1,39669365.16439405
District,01_15/16,1,48762472.518156216
District,01_16/17,1,48673565.12525399
District,01_17/18,1,44282650.22228774
District,01_18/19,1,43142855.46291615
District,01_19/20,1,44560108.9137572
District,01_21/22,1,15589785.620307282
District,01_22/23,1,33013663.456201293
District,01_23/24,1,38140785.37728658
District,02_11/12,2,38847016.46168304
District,02_12/13,2,40408027.93281275
District,02_13/14,2,42898591.29395018
District,02_14/15,2,41188237.25402176
District,02_15/16,2,43783205.95820364
District,02_16/17,2,45050751.60892598
District,02_17/18,2,44917678.667158015
District,02_18/19,2,44018217.74767097
District,02_19/20,2,47019460.10731349
District,02_21/22,2,17715665.47762191
District,02_22/23,2,33388818.72274904
District,02_23/24,2,36765216.06859756
District,03_11/12,3,39333710.28979069
District,03_12/13,3,39142549.73621279
District,03_13/14,3,42324844.702570185
District,03_14/15,3,43868599.76512946
District,03_15/16,3,45457269.715429075
District,03_16/17,3,44411431.576632805
District,03_17/18,3,43012593.33254717
District,03_18/19,3,43518010.727811076
District,03_19/20,3,50562593.182775944
District,03_21/22,3,20258384.52264529
District,03_22/23,3,29887369.568303447
District,03_23/24,3,37598894.4375
District,04_11/12,4,40926526.45450662
District,04_12/13,4,42284426.63811615
District,04_13/14,4,44487428.00854093
District,04_14/15,4,45834198.93994178
District,04_15/16,4,43482732.97613754
District,04_16/17,4,46499877.01545718
District,04_17/18,4,46145400.32724057
District,04_18/19,4,45435470.970607355
District,04_19/20,4,55814766.91816734
District,04_21/22,4,20675223.71035404
District,04_22/23,4,33889025.74481269
District,04_23/24,4,39224567.25685976
District,05_11/12,5,37829383.91200342
District,05_12/13,5,44946294.56889539
District,05_13/14,5,41530426.34527481
District,05_14/15,5,43466545.3884633
District,05_15/16,5,40606777.29064769
District,05_16/17,5,43090170.17656023
District,05_17/18,5,42758581.95459906
District,05_18/19,5,41850653.99494475
District,05_19/20,5,54939404.62893544
District,05_21/22,5,21508902.085771546
District,05_22/23,5,30804415.775420144
District,05_23/24,5,36098273.37347561
District,06_11/12,6,37740894.12507476
District,06_12/13,6,41018948.44151619
District,06_13/14,6,40162261.39659944
District,06_14/15,6,41634964.33920637
District,06_15/16,6,41894518.64235956
District,06_16/17,6,42109879.46037736
District,06_17/18,6,40811161.39033019
District,06_18/19,6,40641820.36361667
District,06_19/20,6,56565077.451794684
District,06_21/22,6,24260040.7246493
District,06_22/23,6,33180399.130222514
District,06_23/24,6,34889439.73856707
District,07_11/12,7,41191995.815292604
District,07_12/13,7,42851709.96762649
District,07_13/14,7,44752234.12763938
District,07_14/15,7,46504289.56771871
District,07_15/16,7,47946902.99540537
District,07_16/17,7,47053954.37677794
District,07_17/18,7,45976059.408608496
District,07_18/19,7,45810626.23550227
District,07_19/20,7,63234504.417371064
District,07_21/22,7,29053691.383299936
District,07_22/23,7,36765216.12167871
District,07_23/24,7,38932779.827743895
District,08_11/12,8,42386607.93882956
District,08_12/13,8,43811727.90987474
District,08_13/14,8,45767324.25085014
District,08_14/15,8,48514561.45104949
District,08_15/16,8,48376150.11264266
District,08_16/17,8,47991623.75747461
District,08_17/18,8,46822764.00176887
District,08_18/19,8,46977775.9485087
District,08_19/20,8,61275360.246233
District,08_21/22,8,30721048.134134937
District,08_22/23,8,36515112.61064689
District,08_23/24,8,39933193.87042683
District,09_11/12,9,42961791.55386587
District,09_12/13,9,44466285.59777127
District,09_13/14,9,46914817.43361013
District,09_14/15,9,49676051.87252949
District,09_15/16,9,48934171.365051135
District,09_16/17,9,49739098.51240929
District,09_17/18,9,48727849.336379714
District,09_18/19,9,49270391.4561999
District,09_19/20,9,62359142.12813917
District,09_21/22,9,31596410.42832331
District,09_22/23,9,39641406.49854474
District,09_23/24,9,42434228.977134146
District,10_11/12,10,35086200.517214864
District,10_12/13,10,34473371.56255084
District,10_13/14,10,37028722.32060103
District,10_14/15,10,38865256.41106175
District,10_15/16,10,36657703.812064625
District,10_16/17,10,37932988.582728595
District,10_17/18,10,37127996.41008254
District,10_18/19,10,38307520.93760381
District,10_19/20,10,45852310.38833762
District,10_21/22,10,18924499.12197729
District,10_22/23,10,28553484.176133696
District,10_23/24,10,33972393.532774396
District,11_11/12,11,39731914.33096967
District,11_12/13,11,40015293.320074834
District,11_13/14,11,42722053.881217875
District,11_14/15,11,44762053.9354987
District,11_15/16,11,45843592.120942645
District,11_16/17,11,43431140.86044993
District,11_17/18,11,44663667.2892099
District,11_18/19,11,44476740.84920922
District,11_19/20,11,51104484.12372902
District,11_21/22,11,25093719.1000668
District,11_22/23,11,35514698.56651957
District,11_23/24,11,36348376.88414634
District,12_11/12,12,40484077.5198633
District,12_12/13,12,42197152.279729955
District,12_13/14,12,41618695.051640965
District,12_14/15,12,47219052.904014096
District,12_15/16,12,46916709.91403587
District,12_16/17,12,46158906.33156749
District,12_17/18,12,44578996.82989387
District,12_18/19,12,46185781.5003972
District,12_19/20,12,52521737.35391401
District,12_21/22,12,27261282.87615231
District,12_22/23,12,37432158.8177636
District,12_23/24,12,38807728.072408535
District,13_11/12,13,41015016.24143528
District,13_12/13,13,42153515.100536846
District,13_13/14,13,47223757.90589166
District,13_14/15,13,51954360.00697105
District,13_15/16,13,40563852.57892396
District,13_16/17,13,45178615.615384616
District,13_17/18,13,44578996.82989387
District,13_18/19,13,47561350.80501191
District,13_19/20,13,34722704.13953204
District,13_21/22,13,29345478.81469606
District,13_22/23,13,35389646.81100366
District,13_23/24,13,39057831.58307927
Hammersmith & City,01_11/12,1,5652726.143015805
Hammersmith & City,01_12/13,1,5384419.865300146
Hammersmith & City,01_13/14,1,5873069.144721233
Hammersmith & City,01_14/15,1,5612644.066799449
Hammersmith & City,01_15/16,1,6981951.213872832
Hammersmith & City,01_16/17,1,6934104.330333817
Hammersmith & City,01_17/18,1,6485488.174233491
Hammersmith & City,01_18/19,1,6318557.649671408
Hammersmith & City,01_19/20,1,6526123.799522234
Hammersmith & City,01_21/22,1,2283227.678289913
Hammersmith & City,01_22/23,1,4835070.248427377
Hammersmith & City,01_23/24,1,5585971.318597561
Hammersmith & City,02_11/12,2,5441988.545578812
Hammersmith & City,02_12/13,2,5621164.368960468
Hammersmith & City,02_13/14,2,6198287.957295373
Hammersmith & City,02_14/15,2,5827542.600888616
Hammersmith & City,02_15/16,2,6269005.491329479
Hammersmith & City,02_16/17,2,6417993.237445573
Hammersmith & City,02_17/18,2,6578492.3067511795
Hammersmith & City,02_18/19,2,6446760.268650249
Hammersmith & City,02_19/20,2,6886312.110253584
Hammersmith & City,02_21/22,2,2594576.9071476283
Hammersmith & City,02_22/23,2,4890014.228523144
Hammersmith & City,02_23/24,2,5384510.057926829
Hammersmith & City,03_11/12,3,5510168.3565143095
Hammersmith & City,03_12/13,3,5445123.584187409
Hammersmith & City,03_13/14,3,6115389.04428628
Hammersmith & City,03_14/15,3,6206775.308104795
Hammersmith & City,03_15/16,3,6508702.760115607
Hammersmith & City,03_16/17,3,6326914.809288825
Hammersmith & City,03_17/18,3,6299479.909198114
Hammersmith & City,03_18/19,3,6373501.629233769
Hammersmith & City,03_19/20,3,7405227.473171628
Hammersmith & City,03_21/22,3,2966975.0044088177
Hammersmith & City,03_22/23,3,4377203.7476293305
Hammersmith & City,03_23/24,3,5506607.791666667
Hammersmith & City,04_11/12,4,5733302.283212302
Hammersmith & City,04_12/13,4,5882190.360175695
Hammersmith & City,04_13/14,4,6427854.177935943
Hammersmith & City,04_14/15,4,6484879.293396659
Hammersmith & City,04_15/16,4,6225982.904624278
Hammersmith & City,04_16/17,4,6624437.67460087
Hammersmith & City,04_17/18,4,6758300.296285378
Hammersmith & City,04_18/19,4,6654326.41366361
Hammersmith & City,04_19/20,4,8174443.187614847
Hammersmith & City,04_21/22,4,3028023.8728122916
Hammersmith & City,04_22/23,4,4963272.86865083
Hammersmith & City,04_23/24,4,5744698.372459349
Hammersmith & City,05_11/12,5,5299430.759077318
Hammersmith & City,05_12/13,5,6252483.045387994
Hammersmith & City,05_13/14,5,6000605.933965995
Hammersmith & City,05_14/15,5,6149890.402022368
Hammersmith & City,05_15/16,5,5814195.289017341
Hammersmith & City,05_16/17,5,6138686.057764877
Hammersmith & City,05_17/18,5,6262278.2561910385
Hammersmith & City,05_18/19,5,6129306.164512169
Hammersmith & City,05_19/20,5,8046240.568540977
Hammersmith & City,05_21/22,5,3150121.609619239
Hammersmith & City,05_22/23,5,4511511.254530091
Hammersmith & City,05_23/24,5,5286831.870934959
Hammersmith & City,06_11/12,6,5287034.429816318
Hammersmith & City,06_12/13,6,5706149.575402636
Hammersmith & City,06_13/14,6,5802923.910636615
Hammersmith & City,06_14/15,6,5890748.0520913135
Hammersmith & City,06_15/16,6,5998577.803468208
Hammersmith & City,06_16/17,6,5999032.467924528
Hammersmith & City,06_17/18,6,5977065.583136792
